age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
59,Self-emp,316604,PhD,7,Single,Exec,Husband,White,Female,4321,4853,48,Canada,<=50K
55,Self-emp,469792,Some-college,1,Divorced,Exec,Wife,Black,Female,2985,1941,78,Mexico,<=50K
29,Government,209294,Some-college,7,Divorced,Tech,Not-in-family,White,Male,559,3148,30,Canada,<=50K
56,Government,415882,Some-college,10,Divorced,Exec,Own-child,Other,Male,713,4303,29,India,<=50K
35,Government,72119,Masters,8,Married,Admin,Wife,Black,Male,4593,1244,8,India,<=50K
19,Self-emp,176393,PhD,11,Single,Exec,Own-child,White,Female,3988,1285,12,India,<=50K
27,Self-emp,404995,Bachelors,9,Single,Admin,Husband,Black,Male,6203,4505,41,United-States,<=50K
32,Self-emp,154258,Bachelors,12,Single,Sales,Not-in-family,Asian,Female,256,3036,26,United-States,<=50K
47,Self-emp,419675,Masters,3,Married,Tech,Husband,Black,Male,8768,770,50,United-States,<=50K
61,Self-emp,489462,Some-college,15,Married,Exec,Not-in-family,Black,Male,37,1843,2,Mexico,<=50K
34,Self-emp,228827,HS-grad,4,Single,Admin,Own-child,Asian,Male,8652,73,55,India,<=50K
21,Self-emp,277201,Masters,4,Married,Service,Own-child,Other,Male,9632,1660,56,India,<=50K
24,Government,463879,Masters,12,Single,Tech,Husband,White,Female,1832,4349,14,Mexico,<=50K
58,Government,159805,PhD,9,Married,Sales,Not-in-family,Asian,Male,7600,819,6,United-States,<=50K
48,Government,291301,Bachelors,13,Divorced,Admin,Not-in-family,Black,Male,5167,3818,61,Mexico,>50K
68,Government,307174,Masters,7,Divorced,Sales,Own-child,White,Female,432,331,12,United-States,<=50K
56,Self-emp,160685,Masters,3,Single,Sales,Husband,Asian,Female,4151,1421,13,India,<=50K
51,Private,118612,Some-college,10,Married,Exec,Not-in-family,White,Male,6411,3655,19,Canada,<=50K
23,Self-emp,387224,Some-college,5,Married,Exec,Own-child,White,Male,1751,4931,44,United-States,<=50K
67,Private,355172,HS-grad,7,Divorced,Admin,Wife,Asian,Female,4997,1691,59,India,<=50K
55,Government,489498,PhD,8,Divorced,Service,Husband,White,Female,5720,4550,37,India,<=50K
62,Self-emp,146260,HS-grad,1,Married,Admin,Wife,Other,Female,7616,4408,25,Canada,<=50K
68,Government,248178,Some-college,12,Married,Service,Husband,Asian,Male,256,227,16,India,<=50K
51,Self-emp,269418,Bachelors,2,Married,Sales,Own-child,Other,Male,671,2881,38,India,<=50K
61,Government,39680,Some-college,7,Married,Tech,Not-in-family,Black,Male,489,4953,43,United-States,<=50K
32,Private,244433,PhD,11,Married,Admin,Not-in-family,White,Female,6889,2865,14,United-States,<=50K
31,Private,463335,Some-college,15,Married,Admin,Not-in-family,Black,Female,2096,2575,6,Canada,<=50K
23,Private,374446,PhD,13,Single,Service,Husband,Black,Female,1682,4522,23,Canada,<=50K
67,Self-emp,477616,PhD,14,Married,Sales,Own-child,White,Male,2460,464,60,India,>50K
54,Private,458934,PhD,13,Divorced,Sales,Wife,Asian,Female,4529,277,12,United-States,<=50K
67,Self-emp,46445,PhD,15,Single,Service,Own-child,White,Male,5121,4114,13,Canada,<=50K
49,Private,15796,PhD,2,Married,Sales,Wife,Black,Female,1975,65,6,Canada,<=50K
20,Private,319362,Bachelors,7,Divorced,Exec,Husband,Black,Male,3216,4262,63,Mexico,<=50K
20,Self-emp,180203,HS-grad,15,Single,Tech,Husband,Asian,Male,9581,402,38,Canada,<=50K
39,Self-emp,411339,Masters,9,Divorced,Admin,Wife,White,Female,4515,3983,50,India,<=50K
39,Private,149294,HS-grad,11,Married,Tech,Wife,Black,Male,5692,4504,52,United-States,<=50K
27,Self-emp,296218,PhD,2,Married,Admin,Wife,Other,Female,9776,3478,40,Canada,<=50K
68,Private,388232,Bachelors,7,Married,Exec,Own-child,Black,Male,4939,3444,8,Mexico,<=50K
20,Self-emp,433041,Some-college,4,Married,Sales,Wife,Black,Female,5563,4692,61,United-States,<=50K
29,Government,308983,Bachelors,11,Single,Service,Husband,Asian,Female,2963,4419,8,Canada,<=50K
46,Government,379256,PhD,13,Single,Exec,Husband,Other,Male,4529,3039,34,Mexico,<=50K
65,Government,399658,Bachelors,2,Divorced,Tech,Not-in-family,Black,Female,6786,1437,79,Canada,<=50K
34,Government,78322,Bachelors,13,Married,Service,Wife,Black,Male,6200,428,60,United-States,<=50K
24,Government,328465,PhD,7,Divorced,Sales,Own-child,Other,Female,976,2682,57,United-States,<=50K
30,Private,240246,Bachelors,13,Single,Exec,Own-child,White,Female,7345,2777,46,United-States,<=50K
19,Government,120100,Masters,5,Married,Service,Own-child,White,Female,45,3378,22,India,<=50K
21,Government,429204,Masters,1,Married,Exec,Not-in-family,Black,Female,1193,392,40,Canada,<=50K
27,Government,307651,Bachelors,5,Single,Exec,Husband,Black,Male,4512,4541,45,India,<=50K
56,Government,109244,Some-college,12,Single,Sales,Own-child,White,Female,4943,341,55,United-States,>50K
41,Self-emp,397932,PhD,12,Single,Admin,Husband,Asian,Female,6282,132,51,Mexico,>50K
34,Private,367395,Masters,3,Single,Service,Not-in-family,Other,Male,246,264,5,Canada,<=50K
69,Government,295950,Some-college,7,Single,Sales,Wife,Other,Male,3219,4188,13,India,<=50K
23,Government,140364,Bachelors,6,Married,Exec,Wife,Asian,Male,8983,1685,28,Canada,<=50K
36,Government,309045,Some-college,8,Single,Sales,Wife,Asian,Male,636,1434,62,Mexico,<=50K
22,Private,420259,HS-grad,13,Married,Admin,Own-child,Asian,Male,3775,1660,24,India,<=50K
49,Self-emp,478977,Masters,5,Married,Service,Wife,Asian,Male,2421,3817,7,United-States,<=50K
27,Private,412968,Bachelors,2,Single,Admin,Own-child,Asian,Female,9280,2354,38,India,<=50K
26,Self-emp,210065,PhD,9,Single,Tech,Not-in-family,Asian,Male,4183,265,37,Canada,<=50K
44,Government,183688,Bachelors,14,Married,Service,Not-in-family,Other,Female,712,4741,68,Canada,>50K
30,Government,62127,PhD,11,Single,Admin,Own-child,Asian,Male,5845,1136,42,Canada,<=50K
36,Private,477993,Bachelors,8,Single,Exec,Husband,White,Female,5323,4549,5,Canada,<=50K
38,Private,272597,Some-college,6,Single,Service,Wife,Asian,Female,6032,4926,64,United-States,<=50K
41,Self-emp,347576,Some-college,13,Divorced,Service,Wife,Asian,Female,3644,1390,50,India,>50K
55,Self-emp,395016,Some-college,10,Married,Sales,Wife,Other,Male,7773,1112,15,United-States,<=50K
21,Private,97362,HS-grad,7,Divorced,Exec,Own-child,Other,Male,2108,2234,73,United-States,<=50K
41,Self-emp,283120,PhD,9,Single,Tech,Not-in-family,Asian,Male,3614,2866,53,United-States,<=50K
52,Private,124176,Some-college,7,Divorced,Admin,Wife,Other,Male,9434,3068,25,Canada,<=50K
20,Self-emp,109122,HS-grad,3,Single,Sales,Not-in-family,Black,Female,6957,2179,9,Canada,<=50K
21,Private,342548,PhD,6,Divorced,Admin,Wife,Other,Male,5279,4967,38,Canada,<=50K
54,Private,354076,Bachelors,11,Single,Tech,Wife,Other,Female,4332,634,22,India,<=50K
57,Private,107170,HS-grad,13,Divorced,Tech,Own-child,Other,Female,3900,3631,49,Mexico,>50K
65,Self-emp,349851,Masters,11,Divorced,Service,Husband,Other,Male,7939,1399,68,Canada,>50K
52,Self-emp,492863,HS-grad,7,Divorced,Tech,Own-child,White,Male,6963,4786,15,India,<=50K
48,Self-emp,436904,HS-grad,2,Married,Admin,Wife,White,Male,4568,2739,65,Canada,<=50K
61,Private,227912,PhD,3,Divorced,Exec,Wife,White,Female,7838,3170,54,Canada,<=50K
42,Self-emp,258178,Bachelors,4,Married,Exec,Husband,Asian,Male,1845,1865,30,United-States,<=50K
57,Self-emp,245851,Masters,10,Single,Service,Not-in-family,Asian,Female,382,1955,20,United-States,<=50K
30,Private,365933,Some-college,6,Divorced,Admin,Not-in-family,Black,Male,4112,4677,33,United-States,<=50K
21,Government,106516,Some-college,1,Single,Admin,Wife,White,Female,7069,2218,77,India,<=50K
63,Private,405233,HS-grad,9,Single,Tech,Not-in-family,Asian,Male,3810,1389,7,Mexico,<=50K
31,Self-emp,17957,PhD,5,Divorced,Admin,Wife,Other,Male,1509,4879,8,Mexico,<=50K
30,Private,117724,PhD,13,Married,Sales,Husband,Other,Female,7573,3130,28,India,<=50K
44,Government,408008,Some-college,12,Divorced,Tech,Husband,White,Male,1578,4276,45,Canada,>50K
23,Private,459198,Masters,14,Single,Sales,Wife,Black,Male,879,4114,73,India,<=50K
34,Self-emp,285381,Bachelors,7,Single,Service,Husband,Black,Male,2162,1249,74,Canada,<=50K
53,Government,323730,Masters,9,Divorced,Exec,Own-child,Other,Male,9764,3166,11,India,<=50K
57,Self-emp,485003,Bachelors,9,Married,Service,Own-child,Black,Male,9840,1245,31,India,<=50K
66,Government,291396,Some-college,1,Married,Exec,Husband,White,Male,7714,53,12,India,<=50K
52,Government,413923,Bachelors,15,Single,Service,Wife,Other,Male,1359,2910,78,Mexico,>50K
34,Private,175278,PhD,1,Single,Admin,Wife,Asian,Female,4431,2396,51,United-States,<=50K
58,Private,497492,HS-grad,3,Married,Sales,Husband,Asian,Female,8148,442,44,India,<=50K
19,Self-emp,13543,HS-grad,6,Divorced,Exec,Not-in-family,Black,Male,3960,4675,50,Mexico,<=50K
30,Private,185207,Some-college,2,Single,Tech,Own-child,Other,Male,3811,3611,17,United-States,<=50K
69,Private,257541,PhD,10,Married,Sales,Not-in-family,Other,Male,4242,4377,35,United-States,<=50K
19,Government,114647,Masters,12,Single,Tech,Wife,Asian,Female,4217,2407,1,India,<=50K
69,Private,45031,PhD,11,Divorced,Sales,Wife,Other,Female,80,822,29,Canada,<=50K
45,Government,184001,HS-grad,1,Married,Sales,Not-in-family,Other,Male,2732,3702,51,Canada,<=50K
60,Government,337891,HS-grad,1,Single,Service,Husband,Other,Female,7833,2939,64,Canada,<=50K
43,Government,461067,PhD,13,Divorced,Exec,Not-in-family,Black,Male,2709,4736,4,India,<=50K
39,Self-emp,327455,PhD,5,Single,Exec,Not-in-family,Other,Male,2422,1031,28,Canada,<=50K
64,Self-emp,246403,HS-grad,4,Divorced,Sales,Own-child,White,Male,3641,2016,16,Mexico,<=50K
60,Self-emp,75867,Masters,1,Divorced,Admin,Own-child,Black,Male,667,562,63,Mexico,<=50K
20,Government,98780,Some-college,4,Married,Admin,Not-in-family,Other,Female,2496,2538,76,Mexico,<=50K
52,Self-emp,67196,Some-college,3,Divorced,Tech,Not-in-family,Other,Female,3499,340,53,Mexico,<=50K
29,Self-emp,83705,PhD,2,Single,Tech,Wife,White,Male,9636,4567,17,United-States,<=50K
41,Private,330038,Some-college,9,Divorced,Service,Own-child,Black,Female,9537,3775,40,Mexico,<=50K
22,Self-emp,359784,HS-grad,14,Divorced,Sales,Own-child,Asian,Female,8080,2296,13,Canada,<=50K
37,Self-emp,286735,HS-grad,15,Married,Tech,Wife,Asian,Male,6823,234,52,India,<=50K
56,Government,107247,PhD,11,Divorced,Tech,Husband,Black,Female,1189,1116,58,Canada,>50K
56,Government,189965,PhD,1,Divorced,Sales,Own-child,Other,Male,6604,1908,37,Mexico,<=50K
30,Government,10727,PhD,7,Single,Service,Own-child,Other,Male,8650,1417,79,United-States,<=50K
58,Government,424575,Masters,14,Married,Tech,Husband,Asian,Male,9404,4919,76,Mexico,>50K
62,Government,53822,Some-college,13,Married,Service,Own-child,Asian,Male,9103,1291,61,India,>50K
29,Government,375543,PhD,4,Married,Exec,Own-child,Asian,Female,1025,3488,79,Canada,<=50K
30,Self-emp,122113,Bachelors,5,Divorced,Service,Husband,White,Male,7785,4727,34,India,<=50K
27,Government,229606,Bachelors,10,Married,Admin,Husband,Asian,Female,71,3654,70,India,<=50K
50,Government,402575,HS-grad,5,Divorced,Admin,Not-in-family,White,Male,5546,528,17,India,<=50K
57,Private,414145,Some-college,1,Divorced,Service,Wife,Black,Male,2685,3324,20,Canada,<=50K
33,Self-emp,400732,PhD,6,Single,Admin,Wife,Other,Female,9385,1980,73,Mexico,<=50K
62,Self-emp,70091,Bachelors,13,Single,Exec,Husband,Asian,Male,7372,2939,59,India,>50K
52,Self-emp,483594,Some-college,9,Single,Sales,Husband,Other,Female,1848,1329,69,Canada,<=50K
20,Government,164591,HS-grad,2,Single,Admin,Own-child,Other,Female,2022,1233,33,United-States,<=50K
22,Government,420609,Masters,7,Single,Admin,Not-in-family,Asian,Male,6338,1753,78,Canada,<=50K
43,Government,437534,Some-college,6,Divorced,Service,Not-in-family,Asian,Male,3741,2800,17,United-States,<=50K
28,Private,215603,Some-college,5,Divorced,Exec,Husband,Black,Male,1298,2933,57,Canada,<=50K
24,Government,366336,Masters,4,Married,Sales,Own-child,White,Male,4102,2759,1,Mexico,<=50K
27,Private,189006,Some-college,4,Divorced,Service,Own-child,White,Male,904,2775,13,India,<=50K
59,Self-emp,382949,HS-grad,6,Divorced,Service,Wife,Other,Male,3026,3487,27,Mexico,<=50K
69,Government,484319,HS-grad,4,Single,Exec,Wife,Asian,Female,6709,3850,70,Canada,<=50K
51,Private,169912,Masters,5,Divorced,Sales,Own-child,Black,Female,4711,2527,59,India,<=50K
20,Private,390233,PhD,13,Single,Exec,Wife,Black,Male,8021,4997,6,United-States,<=50K
25,Government,99367,Bachelors,6,Married,Sales,Husband,Black,Female,5969,890,23,Canada,<=50K
48,Self-emp,23265,PhD,5,Married,Exec,Own-child,Black,Female,2620,2065,10,India,<=50K
28,Self-emp,408640,Some-college,7,Divorced,Service,Wife,Black,Male,2646,1188,51,United-States,<=50K
62,Self-emp,423841,Bachelors,9,Married,Service,Not-in-family,White,Male,4865,4297,19,United-States,<=50K
24,Private,89622,Masters,10,Divorced,Tech,Own-child,White,Female,7345,740,51,Mexico,<=50K
62,Private,170259,Masters,7,Married,Admin,Own-child,White,Male,2289,1369,68,Canada,<=50K
19,Private,308073,Bachelors,7,Single,Exec,Not-in-family,Asian,Female,7370,1389,42,United-States,<=50K
23,Private,334036,HS-grad,4,Single,Tech,Husband,Other,Male,3872,2000,57,India,<=50K
58,Self-emp,161611,Bachelors,1,Single,Admin,Not-in-family,Black,Female,9677,1471,68,United-States,<=50K
49,Government,328774,Some-college,14,Single,Exec,Own-child,Asian,Female,7690,1536,38,United-States,<=50K
37,Private,231711,HS-grad,8,Divorced,Sales,Husband,Black,Female,1440,318,62,Mexico,<=50K
51,Private,496626,Masters,4,Married,Admin,Wife,White,Female,765,2264,7,Mexico,<=50K
67,Self-emp,412431,Bachelors,1,Divorced,Service,Wife,Asian,Male,4092,1894,71,India,<=50K
33,Government,180457,PhD,5,Single,Tech,Wife,White,Male,9341,3711,50,Mexico,<=50K
42,Government,141025,PhD,14,Divorced,Admin,Own-child,Black,Female,2666,4819,52,United-States,>50K
29,Self-emp,97580,Some-college,14,Married,Admin,Not-in-family,Black,Female,8655,2822,26,United-States,<=50K
24,Self-emp,349606,PhD,8,Divorced,Service,Husband,Other,Male,5968,4508,26,Mexico,<=50K
56,Government,123396,Bachelors,4,Married,Exec,Wife,Black,Male,7641,1275,19,United-States,<=50K
34,Private,369181,Bachelors,13,Divorced,Sales,Husband,White,Female,2181,3083,9,United-States,<=50K
62,Government,105310,PhD,12,Married,Service,Own-child,Black,Female,9834,400,61,India,>50K
28,Self-emp,166080,Bachelors,8,Married,Sales,Wife,Other,Female,3888,723,20,Mexico,<=50K
23,Private,321072,Some-college,8,Single,Exec,Own-child,Other,Female,840,2329,50,United-States,<=50K
40,Private,224168,HS-grad,3,Married,Admin,Not-in-family,White,Female,5899,1135,22,Mexico,<=50K
44,Self-emp,99876,Some-college,9,Single,Sales,Own-child,Asian,Male,4118,2770,13,India,<=50K
63,Self-emp,34976,Some-college,3,Single,Tech,Own-child,Black,Female,565,4846,12,Mexico,<=50K
23,Self-emp,255014,Bachelors,1,Single,Tech,Not-in-family,Other,Male,6005,267,10,United-States,<=50K
55,Government,397128,HS-grad,2,Divorced,Service,Husband,Black,Male,9156,569,65,Mexico,<=50K
19,Government,168698,Bachelors,15,Divorced,Exec,Not-in-family,Black,Male,9187,2556,30,United-States,<=50K
39,Private,370400,Masters,6,Divorced,Service,Not-in-family,Asian,Female,7226,1973,8,United-States,<=50K
37,Self-emp,372681,Bachelors,12,Divorced,Service,Own-child,Other,Male,9379,545,21,United-States,<=50K
42,Private,200861,Bachelors,10,Married,Service,Husband,Black,Male,5890,2822,22,India,<=50K
32,Private,407916,Bachelors,2,Married,Tech,Wife,Other,Male,4311,4460,18,Mexico,<=50K
66,Private,119331,HS-grad,6,Divorced,Tech,Not-in-family,White,Male,7736,4642,66,India,<=50K
46,Private,204717,Bachelors,14,Married,Service,Husband,White,Female,8848,270,48,Mexico,>50K
25,Self-emp,261666,HS-grad,1,Married,Tech,Not-in-family,Black,Female,2982,738,44,India,<=50K
54,Private,476612,PhD,11,Single,Exec,Not-in-family,Other,Male,9305,1257,9,Canada,<=50K
66,Self-emp,279670,Masters,13,Single,Service,Not-in-family,Black,Male,6083,58,67,United-States,>50K
69,Self-emp,113863,HS-grad,1,Single,Tech,Not-in-family,Other,Female,556,4181,54,United-States,<=50K
50,Government,442716,PhD,5,Single,Sales,Own-child,Other,Female,3019,4858,26,India,<=50K
39,Self-emp,209121,HS-grad,10,Married,Service,Husband,Asian,Female,2580,389,26,Canada,<=50K
67,Government,345510,HS-grad,13,Divorced,Service,Husband,Asian,Male,8146,718,34,United-States,<=50K
64,Self-emp,483533,Masters,11,Married,Exec,Husband,Asian,Female,8243,4244,8,Mexico,<=50K
22,Self-emp,462333,Some-college,9,Married,Admin,Not-in-family,Black,Male,9553,4678,10,India,<=50K
56,Self-emp,66096,Some-college,14,Married,Admin,Own-child,Asian,Male,9386,120,48,United-States,>50K
35,Government,148982,HS-grad,8,Single,Exec,Not-in-family,Asian,Female,4019,2652,55,United-States,<=50K
55,Government,484599,Bachelors,3,Single,Exec,Not-in-family,White,Male,3138,2303,54,India,<=50K
54,Private,343329,PhD,15,Single,Exec,Husband,Other,Female,9840,4861,78,India,>50K
